User_ID,Day,Calories_Consumed,Calories_Burned,Weight
1,1,2940.857167691899,2878.3927301736862,71.86241761274405
1,2,2518.390181036444,2187.2223685309236,71.90542641956296
1,3,1987.1934244034433,2069.700334601839,71.8947112364203
1,4,2839.411374929922,2721.3380140918507,71.91004543912655
1,5,2649.6870933552545,2024.701393154963,71.99121241317853
1,6,2963.8918225943935,2998.931168960506,71.9866618487154
1,7,2054.8069328139313,2218.189960648521,71.96544327367195
1,8,2020.0854118241205,2365.090691551445,71.92063739318789
1,9,2429.7077179586854,2518.334022370539,71.90912748352402
1,10,2149.4749682376505,2734.223473666855,71.83318611918256
1,11,1967.3926327824502,2350.5735782422616,71.78342236003193
1,12,2239.63421195243,2547.2839810604432,71.74346784456336
1,13,2742.2111536716166,2239.6085385900315,71.80874091145706
1,14,2417.081326096334,2710.897482634451,71.77058296904951
1,15,1855.7404952639972,2729.053822281726,71.6571656538524
1,16,2004.6289484247498,2078.0619115823356,71.64762890539038
1,17,2938.662644704,3158.7584396894713,71.61904503591174
1,18,2770.076817739753,2365.5365230080447,71.67158273652625
1,19,1917.2065368076605,2821.0796318145885,71.55419662029158
1,20,2328.1829924875215,2146.4458818137346,71.577798842457
1,21,2394.212292133524,2041.266225338262,71.62363599398886
1,22,2891.1844824945383,2310.5359779200203,71.69904489068685
1,23,2595.0267412247786,2374.053291307293,71.72774274132549
1,24,2424.081625413373,2656.0523352119353,71.69761667511789
1,25,2021.8253466306323,3163.50155331747,71.54934703788582
1,26,2730.1593880333376,3127.398729877027,71.49775751297106
1,27,2873.7928205131784,2717.479974573302,71.51805788257364
1,28,2906.24908202774,2106.1910024623035,71.62196152927045
1,29,2035.1794349029742,2054.272746692646,71.61948187838867
1,30,2190.396396915917,2466.4127476273784,71.58363559907549
1,31,2125.618838128675,2994.485010982315,71.47079583636723
1,32,2228.1039920323074,2337.121411624857,71.45663772992664
1,33,2451.235299789898,2169.109069969715,71.49327750003316
1,34,2762.6363769048476,2089.460772415725,71.58070290321356
1,35,2984.264323920621,2926.6937231559887,71.58817960461157
1,36,2038.458817841007,2006.626540548323,71.59231366659763
1,37,2778.5537141458008,2848.2288126171406,71.58326495251045
1,38,2674.8086016491848,2925.524416023135,71.5507044571372
1,39,1888.8535820809084,2430.158874253127,71.4804050685434
1,40,1939.0428714301556,3035.724111050712,71.33797893352775
1,41,2547.9577521930696,2397.077629823179,71.35757375461475
1,42,1876.2700203432285,2373.1787860587947,71.29304014867766
1,43,2190.2199864320964,2875.5274140056767,71.20403918405772
1,44,2565.0689656262557,3064.6552910915916,71.1391578430882
1,45,2366.657910194339,2143.513095125962,71.16813768920098
1,46,2655.893744667594,2912.942058340277,71.13475479132141
1,47,2473.5326370833955,2925.160615945473,71.0761018070536
1,48,2392.554715637269,2627.279395258393,71.04561808242748
1,49,2313.0492220302594,2030.5029520929143,71.08231240319857
1,50,1929.4697123919655,2037.7150228240812,71.06825457067492
1,51,2563.6924935165366,2377.227177291592,71.09247084550933
1,52,2410.284829397643,3089.0797687113118,71.00431565858547
1,53,2099.15067497865,2492.459507642756,70.9532365894083
1,54,2706.6613662516584,2274.557798589947,71.00935393585787
1,55,1892.3758917945515,2347.701743496522,70.95022070836411
1,56,1993.4655447048053,3115.6371828110878,70.80448413198667
1,57,2769.7444554773,2760.084507812508,70.80573867064443
1,58,2845.7527082252614,2964.4064922789375,70.7903290882998
1,59,2023.884070663243,3071.070798187973,70.65433081199788
1,60,2447.2106902987807,2968.928186196875,70.58657529305007
2,1,2181.6041699662364,2132.0623094332122,95.33054250441862
2,2,2073.52219505033,2512.5293463515077,95.27352858866522
2,3,2781.617719106992,3032.8766999076124,95.24089755219761
2,4,1808.3425566374287,2612.896763093079,95.13640999291765
2,5,2300.893203778535,2266.529372564876,95.1408728281402
2,6,1943.8384408004194,2405.1382056843536,95.08096376776567
2,7,2931.491644695023,2387.8435184249065,95.15156742052802
2,8,2422.5487460920394,2843.6227506742134,95.096882484868
2,9,2236.3555228551527,3166.138499265153,94.9761314489706
